player_id,shooting_talent_multiplier,observed_ratio,total_shots,total_goals,total_xG
8470613.0,1.0101634058820619,1.2401481067812448,110.0,4.0,3.2254212042316794
8470621.0,0.9681047303485166,0.7277973681822649,82.0,7.0,9.618061710614711
8471214.0,1.0334840940098822,1.249651288112188,149.0,14.0,11.203125330386683
8471215.0,1.004240299276812,1.0396711639109246,88.0,9.0,8.656583266332746
8471675.0,1.0904215890408517,1.6387769073735936,113.0,20.0,12.204223717097193
8471685.0,0.9863748575206528,0.84686423312293,69.0,6.0,7.084960924461484
8471724.0,0.9804206824805063,0.5717218219067869,79.0,2.0,3.4982047621160746
8473419.0,1.099490261931578,1.7481025254467506,136.0,20.0,11.440976549638435
8473512.0,0.9981035697758881,0.9713110845289906,70.0,5.0,5.147681396454573
8473533.0,1.0255180793755332,1.291653129826606,68.0,9.0,6.967814959120005
8473604.0,0.9359566177076504,0.36466872412235773,70.0,3.0,8.22664462717512
8473986.0,0.9391784932741211,0.2904635365947058,84.0,2.0,6.8855458535254
8474037.0,0.9735005337885316,0.7853390584005215,74.0,8.0,10.186682954867138
8474102.0,0.9846914978168103,0.7701788391234256,61.0,4.0,5.193598936777562
8474141.0,0.9878657596362816,0.8614702180086041,104.0,6.0,6.964837407693267
8474150.0,0.9905591541977798,0.8710320301691385,98.0,5.0,5.740317034069449
8474563.0,1.0091046682701081,1.5137497282058407,56.0,2.0,1.321222367696464
8474564.0,1.0234728912599473,1.1920817336028604,112.0,12.0,10.066423854790628
8474574.0,0.985245131161618,0.47379769036430913,62.0,1.0,2.110605476424098
8474578.0,0.9858459962365183,0.7335417399828527,121.0,3.0,4.089746822137386
8474586.0,0.9612074967353277,0.7508804246837864,127.0,10.0,13.317699691280723
8474590.0,1.0119385453628857,1.1832656542943258,99.0,6.0,5.07071254728362
8474600.0,0.9878054382381478,0.6834490091523884,66.0,2.0,2.926333893556148
8474641.0,0.9381107257672449,0.2865957869037817,73.0,2.0,6.978469647467136
8474716.0,0.9880652541049247,0.6881432937263974,60.0,2.0,2.906371417455375
8475149.0,1.056200805635552,1.6892165126150558,68.0,11.0,6.511894667055458
8475151.0,0.959197609390428,0.6741526998351127,100.0,7.0,10.383404237218201
8475158.0,1.0257013615845363,1.2137955833892824,77.0,12.0,9.886343437246978
8475166.0,0.9757771244806662,0.8605866679322712,131.0,13.0,15.105974196922034
8475169.0,0.96841393881024,0.7007059212611441,127.0,6.0,8.562793345889077
8475170.0,0.9792103381687328,0.7825296720616928,73.0,6.0,7.667440883349627
8475171.0,1.0435079978227688,2.23462115894951,73.0,6.0,2.6850188793614507
8475172.0,0.9669768568737419,0.7643225274932971,158.0,9.0,11.775133763905615
8475184.0,1.018126675767612,1.1319475158391434,96.0,13.0,11.48463141452521
8475188.0,0.9889757894506906,0.54739969349972,54.0,1.0,1.8268187064677477
8475200.0,0.9891708655540434,0.5518649126685757,58.0,1.0,1.8120376509614289
8475208.0,0.9786869393785363,0.0,51.0,0.0,1.5959969880059361
8475218.0,0.9795904474742854,0.6548430263310537,100.0,3.0,4.581250588875264
8475279.0,1.032707634640095,2.5855971694956676,59.0,4.0,1.547031396534294
8475287.0,0.9805777037475637,0.7647523388048314,72.0,5.0,6.538064346183091
8475314.0,0.9048757547064906,0.4820389118922603,135.0,8.0,16.59617056348361
8475722.0,0.9911057312398854,0.9250695257144632,69.0,9.0,9.72899846965447
8475726.0,1.0154328419066123,1.1431110530054363,108.0,10.0,8.74805643223226
8475745.0,0.9787620234597354,0.7787972918831684,68.0,6.0,7.7041870362591
8475753.0,1.042342873086909,1.8735703645347137,82.0,7.0,3.736182068474591
8475754.0,1.0386968050316183,1.324840989977231,87.0,13.0,9.81249832874164
8475760.0,0.9940135332646509,0.8963328762313897,56.0,4.0,4.462627787142992
8475764.0,0.9812458374322272,0.41369231795231093,67.0,1.0,2.4172554253600538
8475765.0,0.9794152946347747,0.7539137075304804,76.0,5.0,6.632058748975396
8475768.0,1.0220782694408062,1.2786668442589162,65.0,8.0,6.256516336463392
8475784.0,0.9910967107358005,0.8528952397916303,57.0,4.0,4.689907755819149
8475786.0,0.9996285661821832,0.9962797957043923,56.0,8.0,8.029872767161578
8475791.0,0.9824850979999317,0.8317552968170822,87.0,7.0,8.415936786681414
8475794.0,1.0267885345821928,1.4242955254509047,58.0,7.0,4.91471037780866
8475799.0,0.9698964354405104,0.7110252798733827,63.0,6.0,8.43851853068918
8475810.0,0.9912612526862026,0.945594336308604,134.0,13.0,13.74796728452202
8475842.0,0.9532085220937057,0.21511373123476174,55.0,1.0,4.648703707847744
8475848.0,0.9304321055574636,0.26123490544689076,77.0,2.0,7.655944739002734
8475906.0,1.0814330182534166,4.555529817676765,56.0,8.0,1.7561074825935066
8475913.0,0.9896611742989309,0.879680734961325,53.0,6.0,6.8206563603598624
8476292.0,0.9452490382382639,0.31432201311324165,65.0,2.0,6.362901472253725
8476312.0,0.9891565453904708,0.7085573473828771,62.0,2.0,2.8226367384195328
8476372.0,0.9712945601072409,0.0,70.0,0.0,2.166421860922128
8476374.0,0.9771349497117611,0.6281411552435209,72.0,3.0,4.775996565353125
8476389.0,1.0108519270440224,1.1640182171457694,63.0,6.0,5.154558504000306
8476399.0,0.9908286806147291,0.9293496052732222,107.0,10.0,10.760213318280876
8476422.0,0.9890293027138766,0.5486175543348532,56.0,1.0,1.822763402480632
8476429.0,0.9897601153883389,0.5657951327706299,56.0,1.0,1.7674241825006902
8476432.0,0.9872520205569031,0.8329404198368306,59.0,5.0,6.002830311655998
