goalie_id,adj_rebound_pct,regressed_adjrp_c5000,regressed_adjrp_c10000,league_mean_adjrp,regressed_gsax,rebound_control_z,rebound_control_score,primary_gsax_score,rebound_control_score_c5000,rebound_control_score_c10000,total_gar_w30_raw,total_gar_w30_c5000,total_gar_w30_c10000,total_gar_w10_c5000,total_gar_w10_c10000,total_gar_w5_c5000,total_gar_w5_c10000
8477992,0.0,,,,-3.2447,-0.14765468190429082,0.14765468190429082,-3.2447,0.0,0.0,-2.2269935954287123,-2.2712899999999996,-2.2712899999999996,-2.92023,-2.92023,-3.0824649999999996,-3.0824649999999996
8478007,0.0,,,,-6.9795,-0.14765468190429082,0.14765468190429082,-6.9795,0.0,0.0,-4.841353595428712,-4.885649999999999,-4.885649999999999,-6.28155,-6.28155,-6.630525,-6.630525
8478009,0.0,,,,5.586,-0.14765468190429082,0.14765468190429082,5.586,0.0,0.0,3.9544964045712874,3.9102,3.9102,5.0274,5.0274,5.3067,5.3067
8478024,0.0,,,,-0.6543,-0.14765468190429082,0.14765468190429082,-0.6543,0.0,0.0,-0.4137135954287127,-0.45801,-0.45801,-0.58887,-0.58887,-0.6215849999999999,-0.6215849999999999
8478048,0.0,,,,0.9614,-0.14765468190429082,0.14765468190429082,0.9614,0.0,0.0,0.7172764045712873,0.67298,0.67298,0.86526,0.86526,0.91333,0.91333
8478406,0.0,,,,2.7309,-0.14765468190429082,0.14765468190429082,2.7309,0.0,0.0,1.9559264045712872,1.91163,1.91163,2.4578100000000003,2.4578100000000003,2.594355,2.594355
8478435,0.0,,,,3.4528,-0.14765468190429082,0.14765468190429082,3.4528,0.0,0.0,2.461256404571287,2.4169599999999996,2.4169599999999996,3.10752,3.10752,3.2801599999999995,3.2801599999999995
8478470,0.0,,,,-6.8592,-0.14765468190429082,0.14765468190429082,-6.8592,0.0,0.0,-4.757143595428714,-4.80144,-4.80144,-6.17328,-6.17328,-6.51624,-6.51624
8478499,0.0,,,,-0.2318,-0.14765468190429082,0.14765468190429082,-0.2318,0.0,0.0,-0.11796359542871274,-0.16226,-0.16226,-0.20862,-0.20862,-0.22021,-0.22021
8478872,0.0,,,,-1.1462,-0.14765468190429082,0.14765468190429082,-1.1462,0.0,0.0,-0.7580435954287128,-0.80234,-0.80234,-1.0315800000000002,-1.0315800000000002,-1.0888900000000001,-1.0888900000000001
8478916,0.0,,,,-2.9388,-0.14765468190429082,0.14765468190429082,-2.9388,0.0,0.0,-2.012863595428713,-2.05716,-2.05716,-2.64492,-2.64492,-2.79186,-2.79186
8479193,0.0,,,,1.95,-0.14765468190429082,0.14765468190429082,1.95,0.0,0.0,1.4092964045712872,1.365,1.365,1.755,1.755,1.8524999999999998,1.8524999999999998
8479292,0.0,,,,-0.1771,-0.14765468190429082,0.14765468190429082,-0.1771,0.0,0.0,-0.07967359542871275,-0.12397,-0.12397,-0.15939,-0.15939,-0.168245,-0.168245
8479312,0.0,,,,-0.103,-0.14765468190429082,0.14765468190429082,-0.103,0.0,0.0,-0.027803595428712753,-0.0721,-0.0721,-0.09269999999999999,-0.09269999999999999,-0.09784999999999999,-0.09784999999999999
8479361,0.0,,,,0.5542,-0.14765468190429082,0.14765468190429082,0.5542,0.0,0.0,0.43223640457128726,0.38794,0.38794,0.49878000000000006,0.49878000000000006,0.52649,0.52649
8479394,0.0,,,,-0.5488,-0.14765468190429082,0.14765468190429082,-0.5488,0.0,0.0,-0.3398635954287127,-0.38415999999999995,-0.38415999999999995,-0.49391999999999997,-0.49391999999999997,-0.5213599999999999,-0.5213599999999999
8479406,0.0,,,,3.5647,-0.14765468190429082,0.14765468190429082,3.5647,0.0,0.0,2.539586404571287,2.49529,2.49529,3.2082300000000004,3.2082300000000004,3.386465,3.386465
8479496,0.0,,,,1.4918,-0.14765468190429082,0.14765468190429082,1.4918,0.0,0.0,1.0885564045712872,1.04426,1.04426,1.3426200000000001,1.3426200000000001,1.4172099999999999,1.4172099999999999
8479973,0.0,,,,-1.017,-0.14765468190429082,0.14765468190429082,-1.017,0.0,0.0,-0.6676035954287126,-0.7118999999999999,-0.7118999999999999,-0.9152999999999999,-0.9152999999999999,-0.9661499999999998,-0.9661499999999998
8479979,0.0,,,,1.403,-0.14765468190429082,0.14765468190429082,1.403,0.0,0.0,1.0263964045712872,0.9821,0.9821,1.2627000000000002,1.2627000000000002,1.3328499999999999,1.3328499999999999
8480045,0.0,,,,-0.9346,-0.14765468190429082,0.14765468190429082,-0.9346,0.0,0.0,-0.6099235954287127,-0.6542199999999999,-0.6542199999999999,-0.84114,-0.84114,-0.8878699999999999,-0.8878699999999999
8480051,0.0,,,,-1.0664,-0.14765468190429082,0.14765468190429082,-1.0664,0.0,0.0,-0.7021835954287127,-0.7464799999999999,-0.7464799999999999,-0.9597600000000001,-0.9597600000000001,-1.01308,-1.01308
8480193,0.0,,,,-0.4993,-0.14765468190429082,0.14765468190429082,-0.4993,0.0,0.0,-0.30521359542871274,-0.34951,-0.34951,-0.44937000000000005,-0.44937000000000005,-0.474335,-0.474335
8480238,0.0,,,,-0.3044,-0.14765468190429082,0.14765468190429082,-0.3044,0.0,0.0,-0.16878359542871274,-0.21308,-0.21308,-0.27396000000000004,-0.27396000000000004,-0.28918,-0.28918
8480280,0.0,,,,6.5036,-0.14765468190429082,0.14765468190429082,6.5036,0.0,0.0,4.596816404571286,4.5525199999999995,4.5525199999999995,5.8532399999999996,5.8532399999999996,6.178419999999999,6.178419999999999
8480313,0.0,,,,5.3058,-0.14765468190429082,0.14765468190429082,5.3058,0.0,0.0,3.7583564045712867,3.7140599999999995,3.7140599999999995,4.77522,4.77522,5.040509999999999,5.040509999999999
8480843,0.0,,,,3.4563,-0.14765468190429082,0.14765468190429082,3.4563,0.0,0.0,2.4637064045712873,2.41941,2.41941,3.1106700000000003,3.1106700000000003,3.283485,3.283485
8480947,0.0,,,,-2.8302,-0.14765468190429082,0.14765468190429082,-2.8302,0.0,0.0,-1.9368435954287126,-1.98114,-1.98114,-2.54718,-2.54718,-2.68869,-2.68869
8480981,0.0,,,,-0.794,-0.14765468190429082,0.14765468190429082,-0.794,0.0,0.0,-0.5115035954287127,-0.5558,-0.5558,-0.7146,-0.7146,-0.7543,-0.7543
8481020,0.0,,,,-1.8694,-0.14765468190429082,0.14765468190429082,-1.8694,0.0,0.0,-1.2642835954287126,-1.3085799999999999,-1.3085799999999999,-1.68246,-1.68246,-1.7759299999999998,-1.7759299999999998
8481033,0.0,,,,0.4368,-0.14765468190429082,0.14765468190429082,0.4368,0.0,0.0,0.3500564045712872,0.30576,0.30576,0.39312,0.39312,0.41496,0.41496
8481035,0.0,,,,-2.4672,-0.14765468190429082,0.14765468190429082,-2.4672,0.0,0.0,-1.6827435954287127,-1.72704,-1.72704,-2.2204800000000002,-2.2204800000000002,-2.34384,-2.34384
8481519,0.048077,,,,6.5216,8.084460825397718,-8.084460825397718,6.5216,0.0,0.0,2.139781752380685,4.56512,4.56512,5.86944,5.86944,6.19552,6.19552
8481529,0.0,,,,-0.0828,-0.14765468190429082,0.14765468190429082,-0.0828,0.0,0.0,-0.013663595428712753,-0.05796,-0.05796,-0.07452,-0.07452,-0.07866,-0.07866
8481551,0.0,,,,-2.0041,-0.14765468190429082,0.14765468190429082,-2.0041,0.0,0.0,-1.3585735954287128,-1.40287,-1.40287,-1.8036900000000002,-1.8036900000000002,-1.9038950000000001,-1.9038950000000001
8481611,0.0,,,,-0.2485,-0.14765468190429082,0.14765468190429082,-0.2485,0.0,0.0,-0.12965359542871274,-0.17395,-0.17395,-0.22365000000000002,-0.22365000000000002,-0.23607499999999998,-0.23607499999999998
8481668,0.0,,,,-4.2311,-0.14765468190429082,0.14765468190429082,-4.2311,0.0,0.0,-2.9174735954287123,-2.9617699999999996,-2.9617699999999996,-3.8079899999999998,-3.8079899999999998,-4.019544999999999,-4.019544999999999
8481692,0.0,,,,-4.3368,-0.14765468190429082,0.14765468190429082,-4.3368,0.0,0.0,-2.9914635954287125,-3.03576,-3.03576,-3.9031200000000004,-3.9031200000000004,-4.11996,-4.11996
8482076,0.0,,,,0.1186,-0.14765468190429082,0.14765468190429082,0.1186,0.0,0.0,0.12731640457128723,0.08302,0.08302,0.10674,0.10674,0.11266999999999999,0.11266999999999999
8482137,0.0,,,,-0.7881,-0.14765468190429082,0.14765468190429082,-0.7881,0.0,0.0,-0.5073735954287127,-0.55167,-0.55167,-0.7092900000000001,-0.7092900000000001,-0.748695,-0.748695
8482445,0.0,,,,1.4201,-0.14765468190429082,0.14765468190429082,1.4201,0.0,0.0,1.038366404571287,0.9940699999999999,0.9940699999999999,1.27809,1.27809,1.349095,1.349095
8482447,0.0,,,,-2.4791,-0.14765468190429082,0.14765468190429082,-2.4791,0.0,0.0,-1.6910735954287126,-1.7353699999999999,-1.7353699999999999,-2.23119,-2.23119,-2.355145,-2.355145
8482487,0.0,,,,-2.9957,-0.14765468190429082,0.14765468190429082,-2.9957,0.0,0.0,-2.0526935954287127,-2.09699,-2.09699,-2.6961299999999997,-2.6961299999999997,-2.8459149999999998,-2.8459149999999998
8482515,0.0,,,,0.0044,-0.14765468190429082,0.14765468190429082,0.0044,0.0,0.0,0.047376404571287244,0.00308,0.00308,0.00396,0.00396,0.00418,0.00418
8482661,0.0,,,,5.4947,-0.14765468190429082,0.14765468190429082,5.4947,0.0,0.0,3.890586404571287,3.8462899999999998,3.8462899999999998,4.9452300000000005,4.9452300000000005,5.219964999999999,5.219964999999999
8482761,0.0,,,,-1.596,-0.14765468190429082,0.14765468190429082,-1.596,0.0,0.0,-1.0729035954287127,-1.1172,-1.1172,-1.4364000000000001,-1.4364000000000001,-1.5162,-1.5162
8482783,0.0,,,,-0.0128,-0.14765468190429082,0.14765468190429082,-0.0128,0.0,0.0,0.03533640457128724,-0.00896,-0.00896,-0.01152,-0.01152,-0.01216,-0.01216
8482821,0.0,,,,-2.751,-0.14765468190429082,0.14765468190429082,-2.751,0.0,0.0,-1.8814035954287125,-1.9256999999999997,-1.9256999999999997,-2.4758999999999998,-2.4758999999999998,-2.61345,-2.61345
8482982,0.0,,,,-0.3956,-0.14765468190429082,0.14765468190429082,-0.3956,0.0,0.0,-0.23262359542871275,-0.27692,-0.27692,-0.35604,-0.35604,-0.37582,-0.37582
8483114,0.0,,,,-0.3589,-0.14765468190429082,0.14765468190429082,-0.3589,0.0,0.0,-0.20693359542871276,-0.25123,-0.25123,-0.32301,-0.32301,-0.340955,-0.340955
8483548,0.0,,,,2.3474,-0.14765468190429082,0.14765468190429082,2.3474,0.0,0.0,1.6874764045712871,1.6431799999999999,1.6431799999999999,2.11266,2.11266,2.2300299999999997,2.2300299999999997
8483703,0.0,,,,-0.5772,-0.14765468190429082,0.14765468190429082,-0.5772,0.0,0.0,-0.35974359542871276,-0.40404,-0.40404,-0.51948,-0.51948,-0.54834,-0.54834
8483710,0.0,,,,0.9016,-0.14765468190429082,0.14765468190429082,0.9016,0.0,0.0,0.6754164045712872,0.6311199999999999,0.6311199999999999,0.8114399999999999,0.8114399999999999,0.85652,0.85652
8483746,0.0,,,,-0.0682,-0.14765468190429082,0.14765468190429082,-0.0682,0.0,0.0,-0.0034435954287127535,-0.04774,-0.04774,-0.06138,-0.06138,-0.06479,-0.06479
8484170,0.0,,,,0.0271,-0.14765468190429082,0.14765468190429082,0.0271,0.0,0.0,0.06326640457128724,0.018969999999999997,0.018969999999999997,0.02439,0.02439,0.025744999999999997,0.025744999999999997
8484268,0.0,,,,0.4947,-0.14765468190429082,0.14765468190429082,0.4947,0.0,0.0,0.39058640457128724,0.34629,0.34629,0.44522999999999996,0.44522999999999996,0.46996499999999997,0.46996499999999997
