our_game_id,our_player_id,our_shot_x,our_shot_y,our_distance,our_angle,our_xg,our_is_goal,our_is_rebound,our_is_slot_shot,our_has_pass,mp_shotID,mp_game_id,mp_xCord,mp_yCord,mp_shotDistance,mp_shotAngle,mp_xGoal,mp_goal,mp_shotRebound,mp_shotRush,mp_lastEventCategory,match_distance,xg_difference,xg_ratio
2025020400,8480798,27.0,-18.0,64.5600495662759,16.189206257026942,0.027724964544177,False,False,0,False,33861,20400,27,-18,64.5600495663,-16.189206257,0.0331825,0,0,0,GIVE,0.0,-0.005457535455822997,0.8355297082551647
2025020250,8478038,28.0,-5.0,61.20457499239743,4.685899839502703,0.0270080994814634,False,False,0,False,21042,20250,28,-5,61.2045749924,-4.6858998395,0.0270427,0,0,0,FAC,0.0,-3.460051853659829e-05,0.9987205227829841
2025020401,8480012,85.0,4.0,5.656854249492381,45.0,0.1649188697338104,False,False,0,False,33909,20401,85,4,5.65685424949,45.0,0.13544,0,0,0,FAC,0.0,0.029478869733810392,1.2176526117381157
2025020401,8481024,68.0,-7.0,22.13594362117865,18.43494882292201,0.0667815431952476,False,False,0,False,33911,20401,68,-7,22.1359436212,-18.4349488229,0.0819729,0,0,0,MISS,0.0,-0.015191356804752407,0.8146783046012475
2025020401,8480748,50.0,-20.0,43.829214001622255,27.14968169778317,0.0189426820725202,False,False,0,False,33913,20401,50,-20,43.8292140016,-27.1496816978,0.0176603,0,0,0,HIT,0.0,0.0012823820725202002,1.0726138328635528
2025020401,8482691,63.0,-26.0,36.76955262170047,45.0,0.0279874317348003,False,False,0,False,33914,20401,63,-26,36.7695526217,-45.0,0.0361729,0,0,0,GIVE,0.0,-0.0081854682651997,0.773712689189982
2025020401,8484240,35.0,1.0,54.00925846556311,1.0609116902642275,0.0149078536778688,False,False,0,False,33920,20401,35,1,54.0092584656,1.06091169026,0.0166081,0,0,0,BLOCK,0.0,-0.001700246322131201,0.8976254765968894
2025020401,8475169,52.0,-19.0,41.593268686170845,27.181111085477223,0.0247930586338043,False,False,0,False,33924,20401,52,-19,41.5932686862,-27.1811110855,0.0264765,0,0,0,FAC,0.0,-0.0016834413661956996,0.936417526251744
2025020401,8479425,65.0,-18.0,30.0,36.86989764584402,0.0638547018170356,False,False,0,False,33925,20401,65,-18,30.0,-36.8698976458,0.00779693,0,0,0,FAC,0.0,0.056057771817035605,8.189723624174594
2025020401,8475169,39.0,-5.0,50.24937810560445,5.710593137499642,0.0294191688299179,False,False,0,False,33926,20401,39,-5,50.2493781056,-5.7105931375,0.00683844,0,0,0,FAC,0.0,0.0225807288299179,4.302029239112707
2025020401,8484240,45.0,-36.0,56.85068161420758,39.28940686250036,0.0148878386244177,False,False,0,False,33927,20401,45,-36,56.8506816142,-39.2894068625,0.0158702,0,0,0,BLOCK,0.0,-0.0009823613755823007,0.9381002523230771
2025020401,8480748,77.0,40.0,41.7612260356422,73.30075576600639,0.0086524924263358,False,False,0,False,33929,20401,77,40,41.7612260356,73.300755766,0.00979453,0,0,0,FAC,0.0,-0.0011420375736641997,0.8834004721345282
2025020401,8479425,53.0,-40.0,53.81449618829484,48.01278750418334,0.0225342363119125,False,False,0,False,33930,20401,53,-40,53.8144961883,-48.0127875042,0.013655,0,0,0,HIT,0.0,0.008879236311912498,1.6502553139445257
2025020421,8475455,28.0,2.0,61.032778078668514,1.8778774472853597,0.0305642317980527,False,False,0,False,35552,20421,28,2,61.0327780787,1.87787744729,0.0395284,0,0,0,GIVE,0.0,-0.008964168201947297,0.7732220833135848
2025020421,8477996,92.0,-6.0,6.708203932499369,63.43494882292201,0.0284959431737661,False,False,0,False,35553,20421,92,-6,6.7082039325,-63.4349488229,0.01,0,0,0,HIT,0.0,0.0184959431737661,2.84959431737661
2025020421,8481032,91.0,7.0,7.280109889280518,74.05460409907715,0.0053504751995205,False,False,0,False,35555,20421,91,7,7.28010988928,74.0546040991,0.01,0,0,0,TAKE,0.0,-0.0046495248004795,0.53504751995205
2025020421,8482684,33.0,-11.0,57.0701322935211,11.1130405359483,0.0118568148463964,False,False,0,False,35566,20421,33,-11,57.0701322935,-11.1130405359,0.0153817,0,0,0,HIT,0.0,-0.0035248851536036005,0.770839039013659
2025020421,8476474,50.0,-32.0,50.44799302251776,39.36931724236474,0.005754470359534,False,False,0,False,35568,20421,50,-32,50.4479930225,-39.3693172424,0.00665423,0,0,0,FAC,0.0,-0.0008997596404659997,0.8647838081241557
2025020402,8475314,70.0,14.0,23.600847442411894,36.384351815835885,0.0751235485076904,False,False,0,False,33990,20402,70,14,23.6008474424,36.3843518158,0.0862022,0,0,0,MISS,0.0,-0.011078651492309605,0.8714806409545278
2025020402,8477500,57.0,25.0,40.60788100849391,37.99873244250467,0.0386542305350303,False,False,0,False,33991,20402,57,25,40.6078810085,37.9987324425,0.0374404,0,0,0,HIT,0.0,0.0012138305350303039,1.032420340996098
2025020402,8481601,64.0,-13.0,28.178005607210743,27.47443162627713,0.1150454878807067,False,False,0,False,33994,20402,64,-13,28.1780056072,-27.4744316263,0.126618,0,0,0,TAKE,0.0,-0.011572512119293304,0.9086029465060789
2025020402,8477506,30.0,-10.0,59.84145720150872,9.619727799698852,0.0351768992841243,False,False,0,False,33995,20402,30,-10,59.8414572015,-9.6197277997,0.0378905,0,0,0,FAC,0.0,-0.0027136007158757025,0.9283830850509837
2025020402,8477494,69.0,11.0,22.825424421026653,28.810793742973058,0.0922430530190467,False,False,0,False,33999,20402,69,11,22.825424421,28.810793743,0.0845583,0,0,0,MISS,0.0,0.007684753019046697,1.0908811201153132
2025020402,8477494,94.0,7.0,8.602325267042627,54.46232220802562,0.022855632007122,False,True,0,True,34000,20402,94,7,8.60232526704,54.462322208,0.01,0,1,0,SHOT,0.0,0.012855632007122001,2.2855632007122
2025020402,8475314,73.0,-4.0,16.492422502470642,14.03624346792648,0.0840617045760154,False,False,0,False,34004,20402,73,-4,16.4924225025,-14.0362434679,0.0919724,0,0,0,FAC,0.0,-0.007910695423984593,0.9139883766870867
2025020402,8475314,93.0,25.0,25.317977802344327,80.90972307917768,0.0222764704376459,False,False,0,False,34005,20402,93,25,25.3179778023,80.9097230792,0.01,0,0,0,TAKE,0.0,0.012276470437645898,2.22764704376459
2025020402,8475314,83.0,1.0,6.082762530298219,9.462322208025617,0.329728901386261,False,False,0,True,34006,20402,83,1,6.0827625303,9.46232220803,0.313651,0,1,0,MISS,0.0,0.016077901386260973,1.0512604818293612
