date,gameId,gameStartUTC,teamId,away,opponentId,team,opponent,opponentLabel,totalGames,yahooWk,postponed,started,b2b,offNight,game,,
10/9/2025,2025020021,10/9/2025 22:00:00,24,@,55,ANA,SEA,#NAME?,14,1,FALSE,TRUE,0,0,1,,
10/11/2025,2025020036,10/11/2025 22:00:00,24,@,28,ANA,SJS,#NAME?,16,1,FALSE,TRUE,0,0,1,,
10/14/2025,2025020056,10/14/2025 22:30:00,24,,5,ANA,PIT,#NAME?,8,2,FALSE,TRUE,0,0,1,,
10/16/2025,2025020070,10/16/2025 22:00:00,24,,12,ANA,CAR,#NAME?,11,2,FALSE,TRUE,0,0,1,,
10/19/2025,2025020091,10/19/2025 19:00:00,24,@,16,ANA,CHI,#NAME?,4,2,FALSE,TRUE,0,1,1,,
10/21/2025,2025020105,10/21/2025 20:00:00,24,@,18,ANA,NSH,#NAME?,10,3,FALSE,TRUE,0,0,1,,
10/23/2025,2025020111,10/23/2025 19:00:00,24,@,6,ANA,BOS,#NAME?,12,3,FALSE,TRUE,0,0,1,,
10/25/2025,2025020129,10/25/2025 17:00:00,24,@,14,ANA,TBL,#NAME?,13,3,FALSE,TRUE,0,0,1,,
10/28/2025,2025020153,10/28/2025 19:00:00,24,@,13,ANA,FLA,#NAME?,16,4,FALSE,TRUE,0,0,1,,
10/31/2025,2025020180,10/31/2025 22:00:00,24,,17,ANA,DET,#NAME?,3,4,FALSE,TRUE,0,1,1,,
11/2/2025,2025020197,11/2/2025 20:00:00,24,,1,ANA,NJD,#NAME?,5,4,FALSE,TRUE,0,1,1,,
11/4/2025,2025020211,11/4/2025 22:00:00,24,,13,ANA,FLA,#NAME?,10,5,FALSE,TRUE,0,0,1,,
11/6/2025,2025020224,11/6/2025 20:00:00,24,@,25,ANA,DAL,#NAME?,9,5,FALSE,TRUE,0,0,1,,
11/8/2025,2025020242,11/8/2025 22:00:00,24,@,54,ANA,VGK,#NAME?,13,5,FALSE,TRUE,0,0,1,,
11/9/2025,2025020251,11/9/2025 22:00:00,24,,52,ANA,WPG,#NAME?,8,5,FALSE,TRUE,1,0,1,,
11/11/2025,2025020262,11/11/2025 21:30:00,24,@,21,ANA,COL,#NAME?,9,6,FALSE,TRUE,0,0,1,,
11/13/2025,2025020272,11/13/2025 19:00:00,24,@,17,ANA,DET,#NAME?,10,6,FALSE,TRUE,0,0,1,,
11/15/2025,2025020284,11/15/2025 18:00:00,24,@,30,ANA,MIN,#NAME?,13,6,FALSE,TRUE,0,0,1,,
11/17/2025,2025020306,11/17/2025 22:00:00,24,,68,ANA,UTA,#NAME?,6,7,FALSE,TRUE,0,1,1,,
11/19/2025,2025020318,11/19/2025 22:00:00,24,,6,ANA,BOS,#NAME?,4,7,FALSE,TRUE,0,1,1,,
11/20/2025,2025020329,11/20/2025 22:00:00,24,,9,ANA,OTT,#NAME?,12,7,FALSE,TRUE,1,0,1,,
11/22/2025,2025020346,11/22/2025 22:00:00,24,,54,ANA,VGK,#NAME?,12,7,FALSE,TRUE,0,0,1,,
11/26/2025,2025020374,11/26/2025 22:00:00,24,,23,ANA,VAN,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/28/2025,2025020384,11/28/2025 16:00:00,24,,26,ANA,LAK,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/30/2025,2025020403,11/30/2025 15:30:00,24,@,16,ANA,CHI,#NAME?,4,8,FALSE,TRUE,0,1,1,,
12/1/2025,2025020409,12/1/2025 20:00:00,24,@,19,ANA,STL,#NAME?,5,9,FALSE,TRUE,1,1,1,,
12/3/2025,2025020424,12/3/2025 22:00:00,24,,68,ANA,UTA,#NAME?,5,9,FALSE,TRUE,0,1,1,,
12/5/2025,2025020440,12/5/2025 22:00:00,24,,15,ANA,WSH,#NAME?,5,9,FALSE,TRUE,0,1,1,,
12/7/2025,2025020460,12/7/2025 20:00:00,24,,16,ANA,CHI,#NAME?,8,9,FALSE,TRUE,0,0,1,,
12/9/2025,2025020470,12/9/2025 19:00:00,24,@,5,ANA,PIT,#NAME?,10,10,FALSE,FALSE,0,0,1,,
12/11/2025,2025020482,12/11/2025 19:00:00,24,@,2,ANA,NYI,#NAME?,13,10,FALSE,FALSE,0,0,1,,
12/13/2025,2025020495,12/13/2025 12:30:00,24,@,1,ANA,NJD,#NAME?,13,10,FALSE,FALSE,0,0,1,,
12/15/2025,2025020515,12/15/2025 19:00:00,24,@,3,ANA,NYR,#NAME?,5,11,FALSE,FALSE,0,1,1,,
12/16/2025,2025020525,12/16/2025 19:00:00,24,@,29,ANA,CBJ,#NAME?,10,11,FALSE,FALSE,1,0,1,,
12/19/2025,2025020548,12/19/2025 22:00:00,24,,25,ANA,DAL,#NAME?,5,11,FALSE,FALSE,0,1,1,,
12/20/2025,2025020560,12/20/2025 22:00:00,24,,29,ANA,CBJ,#NAME?,13,11,FALSE,FALSE,1,0,1,,
12/22/2025,2025020573,12/22/2025 22:00:00,24,,55,ANA,SEA,#NAME?,4,12,FALSE,FALSE,0,1,1,,
12/27/2025,2025020597,12/27/2025 21:00:00,24,@,26,ANA,LAK,#NAME?,13,12,FALSE,FALSE,0,0,1,,
12/29/2025,2025020615,12/29/2025 22:00:00,24,,28,ANA,SJS,#NAME?,11,13,FALSE,FALSE,0,0,1,,
12/31/2025,2025020624,12/31/2025 16:00:00,24,,14,ANA,TBL,#NAME?,10,13,FALSE,FALSE,0,0,1,,
1/2/2026,2025020643,1/2/2026 22:30:00,24,,30,ANA,MIN,#NAME?,4,13,FALSE,FALSE,0,1,1,,
1/5/2026,2025020663,1/5/2026 19:00:00,24,@,15,ANA,WSH,#NAME?,5,14,FALSE,FALSE,0,1,1,,
1/6/2026,2025020670,1/6/2026 19:00:00,24,@,4,ANA,PHI,#NAME?,10,14,FALSE,FALSE,1,0,1,,
1/8/2026,2025020688,1/8/2026 19:00:00,24,@,12,ANA,CAR,#NAME?,12,14,FALSE,FALSE,0,0,1,,
1/10/2026,2025020701,1/10/2026 19:00:00,24,@,7,ANA,BUF,#NAME?,14,14,FALSE,FALSE,0,0,1,,
1/13/2026,2025020734,1/13/2026 22:00:00,24,,25,ANA,DAL,#NAME?,10,15,FALSE,FALSE,0,0,1,,
1/16/2026,2025020753,1/16/2026 22:30:00,24,@,26,ANA,LAK,#NAME?,5,15,FALSE,FALSE,0,1,1,,
1/17/2026,2025020766,1/17/2026 22:00:00,24,,26,ANA,LAK,#NAME?,13,15,FALSE,FALSE,1,0,1,,
1/19/2026,2025020779,1/19/2026 22:00:00,24,,3,ANA,NYR,#NAME?,10,16,FALSE,FALSE,0,0,1,,
1/21/2026,2025020789,1/21/2026 21:00:00,24,@,21,ANA,COL,#NAME?,6,16,FALSE,FALSE,0,1,1,,
1/23/2026,2025020809,1/23/2026 22:00:00,24,@,55,ANA,SEA,#NAME?,8,16,FALSE,FALSE,0,0,1,,
1/25/2026,2025020824,1/25/2026 20:00:00,24,@,20,ANA,CGY,#NAME?,6,16,FALSE,FALSE,0,1,1,,
1/26/2026,2025020829,1/26/2026 20:30:00,24,@,22,ANA,EDM,#NAME?,5,17,FALSE,FALSE,1,1,1,,
1/29/2026,2025020855,1/29/2026 22:00:00,24,@,23,ANA,VAN,#NAME?,15,17,FALSE,FALSE,0,0,1,,
2/1/2026,2025020875,2/1/2026 21:30:00,24,,54,ANA,VGK,#NAME?,3,17,FALSE,FALSE,0,1,1,,
2/3/2026,2025020892,2/3/2026 22:00:00,24,,55,ANA,SEA,#NAME?,7,18,FALSE,FALSE,0,1,1,,
2/25/2026,2025020917,2/25/2026 22:30:00,24,,22,ANA,EDM,#NAME?,8,21,FALSE,FALSE,0,0,1,,
2/27/2026,2025020933,2/27/2026 22:00:00,24,,52,ANA,WPG,#NAME?,4,21,FALSE,FALSE,0,1,1,,
3/1/2026,2025020952,3/1/2026 20:00:00,24,,20,ANA,CGY,#NAME?,6,21,FALSE,FALSE,0,1,1,,
3/3/2026,2025020968,3/3/2026 22:00:00,24,,21,ANA,COL,#NAME?,11,22,FALSE,FALSE,0,0,1,,
3/4/2026,2025020973,3/4/2026 22:00:00,24,,2,ANA,NYI,#NAME?,5,22,FALSE,FALSE,1,1,1,,
3/6/2026,2025020987,3/6/2026 21:00:00,24,,8,ANA,MTL,#NAME?,7,22,FALSE,FALSE,0,1,1,,
3/8/2026,2025021006,3/8/2026 21:00:00,24,,19,ANA,STL,#NAME?,7,22,FALSE,FALSE,0,1,1,,
3/10/2026,2025021022,3/10/2026 20:30:00,24,@,52,ANA,WPG,#NAME?,13,23,FALSE,FALSE,0,0,1,,
3/12/2026,2025021029,3/12/2026 19:00:00,24,@,10,ANA,TOR,#NAME?,14,23,FALSE,FALSE,0,0,1,,
3/14/2026,2025021043,3/14/2026 13:00:00,24,@,9,ANA,OTT,#NAME?,14,23,FALSE,FALSE,0,0,1,,
3/15/2026,2025021059,3/15/2026 19:00:00,24,@,8,ANA,MTL,#NAME?,6,23,FALSE,FALSE,1,1,1,,
3/18/2026,2025021082,3/18/2026 22:00:00,24,,4,ANA,PHI,#NAME?,6,24,FALSE,FALSE,0,1,1,,
3/20/2026,2025021098,3/20/2026 22:00:00,24,@,68,ANA,UTA,#NAME?,5,24,FALSE,FALSE,0,1,1,,
3/22/2026,2025021117,3/22/2026 20:00:00,24,,7,ANA,BUF,#NAME?,9,24,FALSE,FALSE,0,0,1,,
3/24/2026,2025021134,3/24/2026 22:00:00,24,@,23,ANA,VAN,#NAME?,15,25,FALSE,FALSE,0,0,1,,
3/26/2026,2025021147,3/26/2026 21:00:00,24,@,20,ANA,CGY,#NAME?,13,25,FALSE,FALSE,0,0,1,,
3/28/2026,2025021154,3/28/2026 15:30:00,24,@,22,ANA,EDM,#NAME?,15,25,FALSE,FALSE,0,0,1,,
3/30/2026,2025021176,3/30/2026 22:00:00,24,,10,ANA,TOR,#NAME?,5,26,FALSE,FALSE,0,1,1,,
4/1/2026,2025021190,4/1/2026 22:00:00,24,@,28,ANA,SJS,#NAME?,3,26,FALSE,FALSE,0,1,1,,
4/3/2026,2025021206,4/3/2026 22:00:00,24,,19,ANA,STL,#NAME?,2,26,FALSE,FALSE,0,1,1,,
4/4/2026,2025021219,4/4/2026 22:00:00,24,,20,ANA,CGY,#NAME?,15,26,FALSE,FALSE,1,0,1,,
4/7/2026,2025021243,4/7/2026 22:00:00,24,,18,ANA,NSH,#NAME?,11,27,FALSE,FALSE,0,0,1,,
4/9/2026,2025021258,4/9/2026 22:00:00,24,,28,ANA,SJS,#NAME?,14,27,FALSE,FALSE,0,0,1,,
4/12/2026,2025021280,4/12/2026 20:00:00,24,,23,ANA,VAN,#NAME?,6,27,FALSE,FALSE,0,1,1,,
4/14/2026,2025021296,4/14/2026 20:00:00,24,@,30,ANA,MIN,#NAME?,9,28,FALSE,FALSE,0,0,1,,
4/16/2026,2025021307,4/16/2026 20:00:00,24,@,18,ANA,NSH,#NAME?,6,28,FALSE,FALSE,0,1,1,,
10/8/2025,2025020005,10/8/2025 19:30:00,6,@,15,BOS,WSH,#NAME?,4,1,FALSE,TRUE,0,1,1,,
10/9/2025,2025020008,10/9/2025 19:00:00,6,,16,BOS,CHI,#NAME?,14,1,FALSE,TRUE,1,0,1,,
10/11/2025,2025020024,10/11/2025 19:00:00,6,,7,BOS,BUF,#NAME?,16,1,FALSE,TRUE,0,0,1,,
10/13/2025,2025020040,10/13/2025 13:00:00,6,,14,BOS,TBL,#NAME?,10,2,FALSE,TRUE,0,0,1,,
10/16/2025,2025020069,10/16/2025 22:00:00,6,@,54,BOS,VGK,#NAME?,11,2,FALSE,TRUE,0,0,1,,
10/18/2025,2025020085,10/18/2025 21:00:00,6,@,21,BOS,COL,#NAME?,13,2,FALSE,TRUE,0,0,1,,
10/19/2025,2025020092,10/19/2025 19:00:00,6,@,68,BOS,UTA,#NAME?,4,2,FALSE,TRUE,1,1,1,,
10/21/2025,2025020103,10/21/2025 19:30:00,6,,13,BOS,FLA,#NAME?,10,3,FALSE,TRUE,0,0,1,,
10/23/2025,2025020111,10/23/2025 19:00:00,6,,24,BOS,ANA,#NAME?,12,3,FALSE,TRUE,0,0,1,,
10/25/2025,2025020128,10/25/2025 15:00:00,6,,21,BOS,COL,#NAME?,13,3,FALSE,TRUE,0,0,1,,
10/27/2025,2025020149,10/27/2025 19:30:00,6,@,9,BOS,OTT,#NAME?,2,4,FALSE,TRUE,0,1,1,,
10/28/2025,2025020154,10/28/2025 19:15:00,6,,2,BOS,NYI,#NAME?,16,4,FALSE,TRUE,1,0,1,,
10/30/2025,2025020167,10/30/2025 19:00:00,6,,7,BOS,BUF,#NAME?,11,4,FALSE,TRUE,0,0,1,,
11/1/2025,2025020181,11/1/2025 13:00:00,6,,12,BOS,CAR,#NAME?,13,4,FALSE,TRUE,0,0,1,,
11/4/2025,2025020205,11/4/2025 19:00:00,6,@,2,BOS,NYI,#NAME?,10,5,FALSE,TRUE,0,0,1,,
11/6/2025,2025020218,11/6/2025 19:00:00,6,,9,BOS,OTT,#NAME?,9,5,FALSE,TRUE,0,0,1,,
11/8/2025,2025020234,11/8/2025 19:00:00,6,@,10,BOS,TOR,#NAME?,13,5,FALSE,TRUE,0,0,1,,
11/11/2025,2025020256,11/11/2025 19:00:00,6,,10,BOS,TOR,#NAME?,9,6,FALSE,TRUE,0,0,1,,
11/13/2025,2025020271,11/13/2025 19:00:00,6,@,9,BOS,OTT,#NAME?,10,6,FALSE,TRUE,0,0,1,,
11/15/2025,2025020285,11/15/2025 19:00:00,6,@,8,BOS,MTL,#NAME?,13,6,FALSE,TRUE,0,0,1,,
11/17/2025,2025020301,11/17/2025 19:00:00,6,,12,BOS,CAR,#NAME?,6,7,FALSE,TRUE,0,1,1,,
11/19/2025,2025020318,11/19/2025 22:00:00,6,@,24,BOS,ANA,#NAME?,4,7,FALSE,TRUE,0,1,1,,
11/21/2025,2025020334,11/21/2025 22:30:00,6,@,26,BOS,LAK,#NAME?,4,7,FALSE,TRUE,0,1,1,,
11/23/2025,2025020351,11/23/2025 20:00:00,6,@,28,BOS,SJS,#NAME?,6,7,FALSE,TRUE,0,1,1,,
11/26/2025,2025020365,11/26/2025 19:00:00,6,@,2,BOS,NYI,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/28/2025,2025020376,11/28/2025 13:00:00,6,,3,BOS,NYR,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/29/2025,2025020394,11/29/2025 19:00:00,6,,17,BOS,DET,#NAME?,11,8,FALSE,TRUE,1,0,1,,
12/2/2025,2025020412,12/2/2025 19:00:00,6,@,17,BOS,DET,#NAME?,10,9,FALSE,TRUE,0,0,1,,
12/4/2025,2025020426,12/4/2025 19:00:00,6,,19,BOS,STL,#NAME?,10,9,FALSE,TRUE,0,0,1,,
12/6/2025,2025020443,12/6/2025 19:00:00,6,,1,BOS,NJD,#NAME?,12,9,FALSE,TRUE,0,0,1,,
12/9/2025,2025020472,12/9/2025 19:00:00,6,@,19,BOS,STL,#NAME?,10,10,FALSE,FALSE,0,0,1,,
12/11/2025,2025020489,12/11/2025 20:00:00,6,@,52,BOS,WPG,#NAME?,13,10,FALSE,FALSE,0,0,1,,
12/14/2025,2025020511,12/14/2025 18:00:00,6,@,30,BOS,MIN,#NAME?,6,10,FALSE,FALSE,0,1,1,,
12/16/2025,2025020519,12/16/2025 19:00:00,6,,68,BOS,UTA,#NAME?,10,11,FALSE,FALSE,0,0,1,,
12/18/2025,2025020534,12/18/2025 19:00:00,6,,22,BOS,EDM,#NAME?,10,11,FALSE,FALSE,0,0,1,,
12/20/2025,2025020555,12/20/2025 19:00:00,6,,23,BOS,VAN,#NAME?,13,11,FALSE,FALSE,0,0,1,,
12/21/2025,2025020564,12/21/2025 19:00:00,6,,9,BOS,OTT,#NAME?,9,11,FALSE,FALSE,1,0,1,,
12/23/2025,2025020577,12/23/2025 19:00:00,6,,8,BOS,MTL,#NAME?,13,12,FALSE,FALSE,0,0,1,,
12/27/2025,2025020589,12/27/2025 19:00:00,6,@,7,BOS,BUF,#NAME?,13,12,FALSE,FALSE,0,0,1,,
12/29/2025,2025020613,12/29/2025 21:00:00,6,@,20,BOS,CGY,#NAME?,11,13,FALSE,FALSE,0,0,1,,
12/31/2025,2025020631,12/31/2025 21:30:00,6,@,22,BOS,EDM,#NAME?,10,13,FALSE,FALSE,0,0,1,,
1/3/2026,2025020656,1/3/2026 22:00:00,6,@,23,BOS,VAN,#NAME?,13,13,FALSE,FALSE,0,0,1,,
1/6/2026,2025020676,1/6/2026 22:00:00,6,@,55,BOS,SEA,#NAME?,10,14,FALSE,FALSE,0,0,1,,
1/8/2026,2025020682,1/8/2026 19:00:00,6,,20,BOS,CGY,#NAME?,12,14,FALSE,FALSE,0,0,1,,
1/10/2026,2025020697,1/10/2026 13:00:00,6,,3,BOS,NYR,#NAME?,14,14,FALSE,FALSE,0,0,1,,
1/11/2026,2025020712,1/11/2026 17:00:00,6,,5,BOS,PIT,#NAME?,5,14,FALSE,FALSE,1,1,1,,
1/13/2026,2025020729,1/13/2026 19:30:00,6,,17,BOS,DET,#NAME?,10,15,FALSE,FALSE,0,0,1,,
1/15/2026,2025020739,1/15/2026 19:00:00,6,,55,BOS,SEA,#NAME?,10,15,FALSE,FALSE,0,0,1,,
1/17/2026,2025020763,1/17/2026 20:00:00,6,@,16,BOS,CHI,#NAME?,13,15,FALSE,FALSE,0,0,1,,
1/20/2026,2025020783,1/20/2026 19:30:00,6,@,25,BOS,DAL,#NAME?,8,16,FALSE,FALSE,0,0,1,,
1/22/2026,2025020794,1/22/2026 19:00:00,6,,54,BOS,VGK,#NAME?,8,16,FALSE,FALSE,0,0,1,,
1/24/2026,2025020812,1/24/2026 19:00:00,6,,8,BOS,MTL,#NAME?,9,16,FALSE,FALSE,0,0,1,,
1/26/2026,2025020826,1/26/2026 19:00:00,6,@,3,BOS,NYR,#NAME?,5,17,FALSE,FALSE,0,1,1,,
1/27/2026,2025020830,1/27/2026 19:00:00,6,,18,BOS,NSH,#NAME?,10,17,FALSE,FALSE,1,0,1,,
1/29/2026,2025020843,1/29/2026 19:00:00,6,,4,BOS,PHI,#NAME?,15,17,FALSE,FALSE,0,0,1,,
2/1/2026,2025020873,2/1/2026 12:00:00,6,@,14,BOS,TBL,#NAME?,3,17,FALSE,FALSE,0,1,1,,
2/4/2026,2025020893,2/4/2026 19:00:00,6,@,13,BOS,FLA,#NAME?,10,18,FALSE,FALSE,0,0,1,,
2/26/2026,2025020918,2/26/2026 19:00:00,6,,29,BOS,CBJ,#NAME?,12,21,FALSE,FALSE,0,0,1,,
2/28/2026,2025020935,2/28/2026 15:00:00,6,@,4,BOS,PHI,#NAME?,13,21,FALSE,FALSE,0,0,1,,
3/3/2026,2025020959,3/3/2026 19:00:00,6,,5,BOS,PIT,#NAME?,11,22,FALSE,FALSE,0,0,1,,
3/5/2026,2025020979,3/5/2026 20:00:00,6,@,18,BOS,NSH,#NAME?,8,22,FALSE,FALSE,0,0,1,,
3/7/2026,2025020990,3/7/2026 12:30:00,6,,15,BOS,WSH,#NAME?,11,22,FALSE,FALSE,0,0,1,,
3/8/2026,2025021002,3/8/2026 16:30:00,6,@,5,BOS,PIT,#NAME?,7,22,FALSE,FALSE,1,1,1,,
3/10/2026,2025021012,3/10/2026 19:00:00,6,,26,BOS,LAK,#NAME?,13,23,FALSE,FALSE,0,0,1,,
3/12/2026,2025021027,3/12/2026 19:00:00,6,,28,BOS,SJS,#NAME?,14,23,FALSE,FALSE,0,0,1,,
3/14/2026,2025021044,3/14/2026 15:00:00,6,@,15,BOS,WSH,#NAME?,14,23,FALSE,FALSE,0,0,1,,
3/16/2026,2025021064,3/16/2026 19:00:00,6,@,1,BOS,NJD,#NAME?,5,24,FALSE,FALSE,0,1,1,,
3/17/2026,2025021069,3/17/2026 19:00:00,6,@,8,BOS,MTL,#NAME?,9,24,FALSE,FALSE,1,0,1,,
3/19/2026,2025021083,3/19/2026 19:00:00,6,,52,BOS,WPG,#NAME?,11,24,FALSE,FALSE,0,0,1,,
3/21/2026,2025021108,3/21/2026 20:00:00,6,@,17,BOS,DET,#NAME?,11,24,FALSE,FALSE,0,0,1,,
3/24/2026,2025021120,3/24/2026 19:00:00,6,,10,BOS,TOR,#NAME?,15,25,FALSE,FALSE,0,0,1,,
3/25/2026,2025021135,3/25/2026 19:00:00,6,@,7,BOS,BUF,#NAME?,2,25,FALSE,FALSE,1,1,1,,
3/28/2026,2025021155,3/28/2026 17:00:00,6,,30,BOS,MIN,#NAME?,15,25,FALSE,FALSE,0,0,1,,
3/29/2026,2025021170,3/29/2026 17:00:00,6,@,29,BOS,CBJ,#NAME?,6,25,FALSE,FALSE,1,1,1,,
3/31/2026,2025021178,3/31/2026 19:00:00,6,,25,BOS,DAL,#NAME?,10,26,FALSE,FALSE,0,0,1,,
4/2/2026,2025021193,4/2/2026 19:00:00,6,@,13,BOS,FLA,#NAME?,14,26,FALSE,FALSE,0,0,1,,
4/4/2026,2025021210,4/4/2026 17:00:00,6,@,14,BOS,TBL,#NAME?,15,26,FALSE,FALSE,0,0,1,,
4/5/2026,2025021224,4/5/2026 15:30:00,6,@,4,BOS,PHI,#NAME?,7,26,FALSE,FALSE,1,1,1,,
4/7/2026,2025021237,4/7/2026 19:00:00,6,@,12,BOS,CAR,#NAME?,11,27,FALSE,FALSE,0,0,1,,
4/11/2026,2025021261,4/11/2026 12:30:00,6,,14,BOS,TBL,#NAME?,15,27,FALSE,FALSE,0,0,1,,
4/12/2026,2025021278,4/12/2026 18:00:00,6,@,29,BOS,CBJ,#NAME?,6,27,FALSE,FALSE,1,1,1,,
4/14/2026,2025021292,4/14/2026 19:00:00,6,,1,BOS,NJD,#NAME?,9,28,FALSE,FALSE,0,0,1,,
10/9/2025,2025020009,10/9/2025 19:00:00,7,,3,BUF,NYR,#NAME?,14,1,FALSE,TRUE,0,0,1,,
10/11/2025,2025020024,10/11/2025 19:00:00,7,@,6,BUF,BOS,#NAME?,16,1,FALSE,TRUE,0,0,1,,
10/13/2025,2025020039,10/13/2025 12:30:00,7,,21,BUF,COL,#NAME?,10,2,FALSE,TRUE,0,0,1,,
10/15/2025,2025020057,10/15/2025 19:00:00,7,,9,BUF,OTT,#NAME?,4,2,FALSE,TRUE,0,1,1,,
10/18/2025,2025020076,10/18/2025 13:00:00,7,,13,BUF,FLA,#NAME?,13,2,FALSE,TRUE,0,0,1,,
10/20/2025,2025020095,10/20/2025 19:30:00,7,@,8,BUF,MTL,#NAME?,5,3,FALSE,TRUE,0,1,1,,
10/22/2025,2025020109,10/22/2025 19:30:00,7,,17,BUF,DET,#NAME?,3,3,FALSE,TRUE,0,1,1,,
10/24/2025,2025020123,10/24/2025 19:00:00,7,,10,BUF,TOR,#NAME?,4,3,FALSE,TRUE,0,1,1,,
10/25/2025,2025020132,10/25/2025 19:00:00,7,@,10,BUF,TOR,#NAME?,13,3,FALSE,TRUE,1,0,1,,
10/28/2025,2025020152,10/28/2025 18:45:00,7,,29,BUF,CBJ,#NAME?,16,4,FALSE,TRUE,0,0,1,,
10/30/2025,2025020167,10/30/2025 19:00:00,7,@,6,BUF,BOS,#NAME?,11,4,FALSE,TRUE,0,0,1,,
11/1/2025,2025020186,11/1/2025 19:00:00,7,,15,BUF,WSH,#NAME?,13,4,FALSE,TRUE,0,0,1,,
11/4/2025,2025020203,11/4/2025 19:00:00,7,,68,BUF,UTA,#NAME?,10,5,FALSE,TRUE,0,0,1,,
11/6/2025,2025020219,11/6/2025 19:00:00,7,,19,BUF,STL,#NAME?,9,5,FALSE,TRUE,0,0,1,,
11/8/2025,2025020238,11/8/2025 19:00:00,7,@,12,BUF,CAR,#NAME?,13,5,FALSE,TRUE,0,0,1,,
11/12/2025,2025020267,11/12/2025 21:00:00,7,@,68,BUF,UTA,#NAME?,4,6,FALSE,TRUE,0,1,1,,
11/13/2025,2025020275,11/13/2025 21:00:00,7,@,21,BUF,COL,#NAME?,10,6,FALSE,TRUE,1,0,1,,
11/15/2025,2025020287,11/15/2025 19:00:00,7,@,17,BUF,DET,#NAME?,13,6,FALSE,TRUE,0,0,1,,
11/17/2025,2025020302,11/17/2025 19:00:00,7,,22,BUF,EDM,#NAME?,6,7,FALSE,TRUE,0,1,1,,
11/19/2025,2025020316,11/19/2025 19:30:00,7,,20,BUF,CGY,#NAME?,4,7,FALSE,TRUE,0,1,1,,
11/21/2025,2025020331,11/21/2025 19:00:00,7,,16,BUF,CHI,#NAME?,4,7,FALSE,TRUE,0,1,1,,
11/23/2025,2025020347,11/23/2025 13:00:00,7,,12,BUF,CAR,#NAME?,6,7,FALSE,TRUE,0,1,1,,
11/26/2025,2025020366,11/26/2025 19:00:00,7,@,5,BUF,PIT,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/28/2025,2025020379,11/28/2025 16:00:00,7,,1,BUF,NJD,#NAME?,15,8,FALSE,TRUE,0,0,1,,
11/29/2025,2025020399,11/29/2025 20:00:00,7,@,30,BUF,MIN,#NAME?,11,8,FALSE,TRUE,1,0,1,,
12/1/2025,2025020408,12/1/2025 19:30:00,7,,52,BUF,WPG,#NAME?,5,9,FALSE,TRUE,0,1,1,,
12/3/2025,2025020423,12/3/2025 19:30:00,7,@,4,BUF,PHI,#NAME?,5,9,FALSE,TRUE,0,1,1,,
12/5/2025,2025020437,12/5/2025 19:00:00,7,@,52,BUF,WPG,#NAME?,5,9,FALSE,TRUE,0,1,1,,
12/8/2025,2025020463,12/8/2025 21:00:00,7,@,20,BUF,CGY,#NAME?,5,10,FALSE,FALSE,0,1,1,,
12/9/2025,2025020474,12/9/2025 21:00:00,7,@,22,BUF,EDM,#NAME?,10,10,FALSE,FALSE,1,0,1,,
12/11/2025,2025020492,12/11/2025 22:00:00,7,@,23,BUF,VAN,#NAME?,13,10,FALSE,FALSE,0,0,1,,
12/14/2025,2025020513,12/14/2025 20:00:00,7,@,55,BUF,SEA,#NAME?,6,10,FALSE,FALSE,0,1,1,,
12/18/2025,2025020535,12/18/2025 19:00:00,7,,4,BUF,PHI,#NAME?,10,11,FALSE,FALSE,0,0,1,,
12/20/2025,2025020553,12/20/2025 17:00:00,7,,2,BUF,NYI,#NAME?,13,11,FALSE,FALSE,0,0,1,,
12/21/2025,2025020565,12/21/2025 19:00:00,7,@,1,BUF,NJD,#NAME?,9,11,FALSE,FALSE,1,0,1,,
12/23/2025,2025020578,12/23/2025 19:00:00,7,@,9,BUF,OTT,#NAME?,13,12,FALSE,FALSE,0,0,1,,
12/27/2025,2025020589,12/27/2025 19:00:00,7,,6,BUF,BOS,#NAME?,13,12,FALSE,FALSE,0,0,1,,
12/29/2025,2025020610,12/29/2025 20:00:00,7,@,19,BUF,STL,#NAME?,11,13,FALSE,FALSE,0,0,1,,
12/31/2025,2025020628,12/31/2025 20:00:00,7,@,25,BUF,DAL,#NAME?,10,13,FALSE,FALSE,0,0,1,,
1/3/2026,2025020646,1/3/2026 15:00:00,7,@,29,BUF,CBJ,#NAME?,13,13,FALSE,FALSE,0,0,1,,
1/6/2026,2025020667,1/6/2026 19:00:00,7,,23,BUF,VAN,#NAME?,10,14,FALSE,FALSE,0,0,1,,
1/8/2026,2025020685,1/8/2026 19:00:00,7,@,3,BUF,NYR,#NAME?,12,14,FALSE,FALSE,0,0,1,,
1/10/2026,2025020701,1/10/2026 19:00:00,7,,24,BUF,ANA,#NAME?,14,14,FALSE,FALSE,0,0,1,,
1/12/2026,2025020716,1/12/2026 19:00:00,7,,13,BUF,FLA,#NAME?,9,15,FALSE,FALSE,0,0,1,,
1/14/2026,2025020736,1/14/2026 19:30:00,7,,4,BUF,PHI,#NAME?,4,15,FALSE,FALSE,0,1,1,,
