game_id,total_xg,total_goals,shot_count,total_xa,xg_to_goals_ratio,discrepancy
2025020294,7.50529753498995,7,99,0,1.0721853621414215,0.5052975349899498
2025020295,4.97653880296275,5,78,0,0.99530776059255,0.023461197037249804
2025020296,4.587584241759032,4,73,0,1.146896060439758,0.587584241759032
2025020297,6.5198660073801875,8,75,0,0.8149832509225234,1.4801339926198125
2025020298,3.7100688921054825,5,72,0,0.7420137784210965,1.2899311078945175
2025020299,6.9101587031036615,3,93,0,2.303386234367887,3.9101587031036615
2025020300,5.82123721158132,5,85,0,1.1642474423162639,0.8212372115813196
2025020301,6.06301610218361,4,96,0,1.5157540255459026,2.06301610218361
2025020302,6.449202509131283,6,93,0,1.0748670848552138,0.44920250913128257
2025020303,6.309459292795509,13,82,0,0.4853430225227315,6.690540707204491
2025020304,7.244896197458729,3,81,0,2.41496539915291,4.244896197458729
2025020305,6.145698071748484,9,80,0,0.682855341305387,2.854301928251516
2025020306,4.845730998087674,5,74,0,0.9691461996175349,0.15426900191232562
2025020307,4.979579905979335,5,89,0,0.9959159811958671,0.020420094020664692
2025020308,5.306038529117359,6,73,0,0.8843397548528932,0.6939614708826412
2025020309,7.209370918106288,6,90,0,1.2015618196843814,1.2093709181062877
2025020310,5.421228153631091,5,70,0,1.0842456307262183,0.4212281536310911
2025020311,5.250849572010338,7,82,0,0.7501213674300483,1.7491504279896617
2025020312,3.822032416705042,7,69,0,0.5460046309578631,3.177967583294958
2025020313,5.23949685646221,5,75,0,1.047899371292442,0.23949685646221042
2025020314,4.507790572009981,5,66,0,0.9015581144019962,0.4922094279900193
2025020315,6.6469420422799885,11,83,0,0.6042674583890899,4.3530579577200115
2025020316,5.389523786492646,8,91,0,0.6736904733115807,2.6104762135073543
2025020317,6.1473224228248,7,100,0,0.8781889175464,0.8526775771752
2025020318,6.767221922520548,7,99,0,0.9667459889315069,0.2327780774794519
2025020319,6.149211537092924,5,90,0,1.229842307418585,1.1492115370929241
2025020320,6.625050032802392,12,94,0,0.5520875027335327,5.374949967197608
2025020321,5.88391976011917,5,80,0,1.176783952023834,0.88391976011917
2025020322,6.986842127982527,3,83,0,2.3289473759941757,3.986842127982527
2025020323,5.5086299097165465,1,85,0,5.5086299097165465,4.5086299097165465
2025020324,6.39127680985257,5,80,0,1.2782553619705141,1.3912768098525703
2025020325,5.378478039987385,5,80,0,1.075695607997477,0.3784780399873853
2025020326,5.691020525526255,9,84,0,0.6323356139473617,3.3089794744737446
2025020327,6.749601316638291,5,81,0,1.3499202633276581,1.7496013166382909
2025020328,7.283112901262939,6,89,0,1.2138521502104898,1.283112901262939
2025020329,6.067350117955357,5,82,0,1.2134700235910714,1.0673501179553568
2025020330,7.553503459785134,7,98,0,1.0790719228264476,0.5535034597851336
2025020331,5.284014220815152,12,73,0,0.44033451840126264,6.715985779184848
2025020332,5.548207896295935,5,73,0,1.109641579259187,0.5482078962959349
2025020333,4.730290904641151,7,83,0,0.6757558435201645,2.2697090953588486
2025020334,6.310234425356612,3,97,0,2.1034114751188704,3.3102344253566116
2025020335,7.1034463150426745,7,99,0,1.0147780450060964,0.10344631504267454
2025020336,6.910042215138674,3,82,0,2.3033474050462246,3.910042215138674
2025020337,5.219917485490441,7,83,0,0.7457024979272059,1.7800825145095587
2025020338,9.462766425684094,9,117,0,1.0514184917426772,0.46276642568409443
2025020339,7.794686891254969,9,104,0,0.8660763212505521,1.205313108745031
2025020340,6.570261580403894,5,88,0,1.3140523160807789,1.5702615804038942
2025020341,6.584612301085144,8,73,0,0.823076537635643,1.4153876989148557
2025020342,5.709944043774158,5,70,0,1.1419888087548316,0.7099440437741578
2025020343,6.734821123536676,3,94,0,2.2449403745122254,3.734821123536676
2025020344,6.801453802734613,5,89,0,1.3602907605469228,1.8014538027346134
2025020345,8.479764096438885,7,96,0,1.2113948709198408,1.4797640964388847
2025020346,6.830444926396012,7,95,0,0.9757778466280017,0.1695550736039877
2025020347,7.707278239540756,5,93,0,1.5414556479081511,2.7072782395407557
2025020348,5.432953875977546,3,79,0,1.8109846253258486,2.432953875977546
2025020349,7.025631703902036,3,98,0,2.341877234634012,4.025631703902036
2025020350,5.1450918689370155,1,79,0,5.1450918689370155,4.1450918689370155
2025020351,5.912783671170473,4,94,0,1.4781959177926183,1.912783671170473
2025020352,5.894252520054579,7,85,0,0.8420360742935112,1.1057474799454212
2025020353,5.123454339336604,3,64,0,1.7078181131122012,2.123454339336604
2025020354,7.987159295938909,7,92,0,1.1410227565627014,0.987159295938909
2025020355,3.972409463953227,5,63,0,0.7944818927906454,1.0275905360467732
2025020356,5.681033516884781,6,82,0,0.9468389194807969,0.3189664831152186
2025020357,5.640196876134723,11,84,0,0.5127451705577021,5.359803123865277
2025020358,8.303742576856166,6,96,0,1.3839570961426944,2.303742576856166
2025020359,4.619644841644913,3,77,0,1.5398816138816376,1.619644841644913
2025020360,7.501506979577243,11,78,0,0.6819551799615676,3.4984930204227567
2025020361,6.936739583965391,9,89,0,0.7707488426628212,2.063260416034609
2025020362,8.20342992246151,6,87,0,1.3672383204102516,2.2034299224615097
2025020363,5.718263167887926,6,77,0,0.9530438613146544,0.2817368321120739
2025020364,5.447593759279698,5,76,0,1.0895187518559397,0.44759375927969813
2025020365,6.79391982476227,4,87,0,1.6984799561905675,2.79391982476227
2025020366,5.456003198865801,6,79,0,0.9093338664776335,0.5439968011341989
2025020367,6.651102966163307,7,81,0,0.9501575665947583,0.34889703383669257
2025020368,6.509121589129791,6,90,0,1.0848535981882985,0.5091215891297907
2025020369,7.487191442865878,3,93,0,2.495730480955293,4.487191442865878
2025020370,8.50697402562946,7,100,0,1.2152820036613516,1.5069740256294608
2025020371,7.8547322656959295,6,101,0,1.309122044282655,1.8547322656959295
2025020372,6.6579282926395535,7,78,0,0.9511326132342219,0.34207170736044645
2025020373,6.643253746442497,7,97,0,0.9490362494917852,0.3567462535575032
2025020374,10.016368839424103,9,121,0,1.1129298710471227,1.0163688394241035
2025020375,5.081642087548971,5,69,0,1.0163284175097942,0.08164208754897118
2025020376,6.760236331960186,8,88,0,0.8450295414950233,1.2397636680398136
2025020377,8.524846130050719,9,88,0,0.947205125561191,0.4751538699492812
2025020378,8.993295602384023,7,119,0,1.2847565146262891,1.9932956023840234
2025020379,6.75311583140865,5,93,0,1.3506231662817298,1.7531158314086497
2025020380,9.51024512713775,8,115,0,1.1887806408922188,1.5102451271377504
